incident_id,cloud_provider,region,service,service_subtype,start_time,end_time,duration_minutes,severity,status,root_cause_category,root_cause_description,number_of_customers_affected,estimated_revenue_loss_usd,sla_violation,region_impact_score,service_impact_score,ticket_count,ticket_response_time_minutes,ticket_resolution_time_minutes,monitoring_alerts_triggered,detection_method,mitigation_action,number_of_engineers_involved,engineer_response_time_minutes,communication_channels_used,public_status_page_updated,status_page_update_count,user_feedback_score,post_mortem_completed,post_mortem_link,is_recurrent_issue,previous_incident_id,external_factors,scheduled_maintenance_conflict,patch_applied,system_load_before_outage,system_load_after_outage,backup_system_triggered,notes
80bdb31d-ea7d-4c21-b510-338024003d25,IBM,europe-west2,AI/ML,S3,2026-01-26 10:18:09.265456,2026-01-26 19:11:09.265456,533,Critical,Resolved,Hardware,Simulated cause for ML,43853,80376.94,Yes,21,7,61,53,212,19,Alert,Scale Up,2,39,PagerDuty,Yes,4,2,No,,Yes,,Weather,No,No,23,49,No,Simulated note
8719af2d-22e5-4bb2-8ea5-ad62e3388f64,Azure,europe-west2,Storage,BigQuery,2025-08-29 10:18:09.265485,2025-08-29 10:38:09.265485,20,Low,Monitoring,Network,Simulated cause for ML,13684,505536.2,Yes,17,5,31,14,89,19,Automated Monitoring,Rollback,5,22,SMS,No,3,3,Yes,,Yes,,Vendor,Yes,No,66,70,Yes,Simulated note
b2bbdd78-a7b6-41af-9c8e-4be99ee13f95,Azure,asia-southeast1,Database,S3,2025-11-01 10:18:09.265512,2025-11-01 15:02:09.265512,284,Critical,Investigating,Security,Simulated cause for ML,64101,33136.64,Yes,58,54,47,33,42,8,Customer Report,Patch,4,12,Email,No,4,1,No,,Yes,,Weather,Yes,Yes,15,45,Yes,Simulated note
921d2a23-4e26-4c1a-b105-481684884d9f,Oracle,us-east-1,Database,S3,2025-10-22 10:18:09.265543,2025-10-22 20:51:09.265543,633,Medium,Investigating,Hardware,Simulated cause for ML,90722,11728.04,No,67,51,26,55,70,17,Automated Monitoring,Patch,6,21,Slack,No,3,5,No,,Yes,,Vendor,No,Yes,22,28,No,Simulated note
10c0a7cb-170b-4b2b-a73f-d89900b8ed1e,GCP,europe-west2,Networking,RDS,2025-06-15 10:18:09.265579,2025-06-15 17:14:09.265579,416,Medium,Monitoring,Hardware,Simulated cause for ML,33647,281860.92,No,89,31,35,24,68,9,Alert,Scale Up,10,50,Email,Yes,3,2,Yes,,Yes,,DDoS,Yes,No,88,36,Yes,Simulated note
f483941d-99ec-475a-b37d-ca01da4fb9fd,GCP,us-east-1,Database,EC2,2025-08-12 10:18:09.265610,2025-08-12 15:26:09.265610,308,Critical,Investigating,Unknown,Simulated cause for ML,15364,219338.22,Yes,38,4,94,54,469,7,Alert,Patch,4,41,PagerDuty,No,4,5,Yes,,No,,DDoS,Yes,No,41,56,No,Simulated note
8f0010d8-60be-4b79-82e1-702ca6ebbbd3,IBM,us-west-2,Compute,BigQuery,2025-02-22 10:18:09.265641,2025-02-22 14:13:09.265641,235,High,Resolved,Human Error,Simulated cause for ML,8120,495404.94,Yes,2,99,42,18,98,20,Automated Monitoring,Patch,3,15,Email,No,1,4,No,,No,,DDoS,Yes,Yes,56,42,No,Simulated note
add1a925-4df1-470c-9e4b-65a1fbb59e6d,GCP,asia-southeast1,Database,BigQuery,2025-11-20 10:18:09.265668,2025-11-20 16:22:09.265668,364,Critical,Resolved,Security,Simulated cause for ML,75157,747851.29,No,1,20,26,20,171,19,Customer Report,Scale Up,3,18,PagerDuty,Yes,3,1,No,,Yes,,None,Yes,Yes,99,16,No,Simulated note
9003e0d8-ed80-40e7-9b56-50d2861ab3d1,Oracle,europe-west2,Compute,Lambda,2025-07-24 10:18:09.265695,2025-07-24 15:06:09.265695,288,Medium,Resolved,Network,Simulated cause for ML,13207,407122.45,No,55,0,99,34,384,1,Automated Monitoring,Scale Up,2,60,PagerDuty,No,3,1,No,,No,,DDoS,Yes,No,50,42,Yes,Simulated note
a66f5000-2394-4633-9d91-a81ddab08050,Azure,us-west-2,Database,BigQuery,2025-07-01 10:18:09.265722,2025-07-01 12:51:09.265722,153,Medium,Investigating,Software,Simulated cause for ML,56737,563702.63,Yes,56,70,7,29,251,20,Automated Monitoring,Scale Up,2,38,SMS,Yes,3,5,Yes,,No,,DDoS,No,Yes,13,47,No,Simulated note
72a0bc94-4c19-4efe-a6b2-5c41710beec5,AWS,us-east-1,Database,Cloud Functions,2026-02-02 10:18:09.265753,2026-02-02 19:36:09.265753,558,Low,Monitoring,Software,Simulated cause for ML,9118,618387.92,No,12,30,8,39,373,20,Alert,Restart,7,54,Email,Yes,5,2,Yes,,Yes,,None,No,Yes,67,21,Yes,Simulated note
9a16e027-8d40-4d04-9405-4c529b8fc281,IBM,us-east-1,Networking,Cloud Functions,2025-10-28 10:18:09.265788,2025-10-28 12:19:09.265788,121,Low,Resolved,Human Error,Simulated cause for ML,82398,8743.6,No,90,20,75,50,72,12,Alert,Restart,9,17,Email,No,3,5,Yes,,No,,None,Yes,Yes,13,83,No,Simulated note
7a44007b-ae14-4411-baeb-23aaf278fc2f,Oracle,us-east-1,Compute,EC2,2026-01-13 10:18:09.265832,2026-01-13 11:40:09.265832,82,Critical,Investigating,Unknown,Simulated cause for ML,41742,466423.2,No,9,57,63,17,290,13,Automated Monitoring,Restart,1,35,Slack,Yes,2,1,Yes,,Yes,,DDoS,Yes,Yes,61,26,No,Simulated note
c17506bf-30f3-470a-b48b-f7fdbe603166,AWS,us-east-1,Storage,BigQuery,2025-08-30 10:18:09.265870,2025-08-30 12:20:09.265870,122,Critical,Monitoring,Network,Simulated cause for ML,24018,425110.0,Yes,78,4,99,39,82,13,Alert,Patch,9,19,Email,No,2,5,Yes,,No,,DDoS,Yes,No,13,24,No,Simulated note
d0a63df5-7e2a-4fe9-b78f-094debe2965d,GCP,us-west-2,Database,RDS,2025-02-18 10:18:09.265897,2025-02-18 17:43:09.265897,445,Low,Resolved,Security,Simulated cause for ML,76078,670535.07,Yes,24,76,80,32,434,17,Alert,Rollback,10,44,Email,No,3,4,No,,Yes,,Vendor,Yes,No,93,66,No,Simulated note
3fa9d67b-9141-41d2-948d-9aff911b4255,IBM,us-west-2,Database,VPC,2025-10-25 10:18:09.265928,2025-10-25 17:01:09.265928,403,Low,Resolved,Hardware,Simulated cause for ML,99041,309532.39,No,42,62,7,42,67,3,Automated Monitoring,Scale Up,4,31,PagerDuty,Yes,4,4,No,,No,,None,Yes,No,25,27,Yes,Simulated note
24bfe4bd-7357-4a93-8d2b-41925f48e187,IBM,us-east-1,Database,S3,2025-07-07 10:18:09.265956,2025-07-07 20:46:09.265956,628,High,Monitoring,Human Error,Simulated cause for ML,19422,698167.55,No,61,62,30,57,461,5,Customer Report,Scale Up,1,59,SMS,Yes,3,2,Yes,,No,,None,No,No,36,13,No,Simulated note
2f074837-e784-4c64-82a3-af5bc007dbbc,IBM,us-west-2,Networking,Cloud Functions,2025-11-16 10:18:09.265983,2025-11-16 19:53:09.265983,575,Medium,Investigating,Unknown,Simulated cause for ML,73351,154089.45,No,40,20,2,44,95,19,Customer Report,Restart,10,40,Slack,No,2,5,No,,No,,None,Yes,No,31,90,Yes,Simulated note
ced53aca-a612-4e56-8f1a-c6c623d0d1bf,IBM,europe-west2,Compute,BigQuery,2025-05-21 10:18:09.266011,2025-05-21 16:10:09.266011,352,Critical,Investigating,Hardware,Simulated cause for ML,24810,76094.42,No,10,81,52,16,72,4,Automated Monitoring,Rollback,9,39,Slack,Yes,3,4,No,,No,,Vendor,No,Yes,14,84,Yes,Simulated note
5e2ca732-1377-4203-a707-04040afdb6f9,GCP,europe-west2,Networking,RDS,2025-10-14 10:18:09.266038,2025-10-14 10:42:09.266038,24,Critical,Resolved,Security,Simulated cause for ML,44768,510880.76,Yes,18,29,8,60,457,15,Alert,Rollback,1,34,Slack,No,2,1,No,,Yes,,Vendor,No,No,78,66,No,Simulated note
b948a557-10e6-42b4-8bbc-6e9e75e05963,AWS,us-west-2,AI/ML,Cloud Functions,2025-05-13 10:18:09.266064,2025-05-13 15:31:09.266064,313,Critical,Monitoring,Security,Simulated cause for ML,46950,332240.99,No,62,65,92,25,42,4,Alert,Patch,1,41,Email,Yes,2,1,No,,Yes,,Weather,No,No,80,41,No,Simulated note
385c0725-4d57-43a6-a8aa-0ef210ad7404,AWS,asia-southeast1,Compute,S3,2025-12-05 10:18:09.266086,2025-12-05 20:55:09.266086,637,High,Monitoring,Unknown,Simulated cause for ML,23765,409394.9,Yes,67,63,24,44,373,11,Customer Report,Rollback,2,34,PagerDuty,Yes,1,3,Yes,,No,,Vendor,Yes,No,23,70,No,Simulated note
c8707815-0ec5-4a1e-8b3f-700711f450a0,GCP,asia-southeast1,Database,Cloud Functions,2025-07-09 10:18:09.266117,2025-07-09 19:35:09.266117,557,Critical,Investigating,Hardware,Simulated cause for ML,42147,876803.9,Yes,90,11,54,29,150,20,Automated Monitoring,Restart,5,58,SMS,Yes,4,2,Yes,,Yes,,None,Yes,No,74,21,No,Simulated note
0dd8936e-ebb6-4ce4-8ac1-734667ea3639,IBM,us-west-2,Storage,S3,2025-07-17 10:18:09.266152,2025-07-17 18:39:09.266152,501,Medium,Monitoring,Security,Simulated cause for ML,56453,802245.99,No,46,22,51,26,208,16,Automated Monitoring,Scale Up,2,36,Email,No,2,2,No,,Yes,,None,No,Yes,36,28,Yes,Simulated note
960b3f26-0a00-477f-b891-3f3eb5af9da2,AWS,asia-southeast1,Compute,RDS,2025-06-28 10:18:09.266184,2025-06-28 12:38:09.266184,140,Low,Resolved,Network,Simulated cause for ML,86353,535608.77,No,69,6,28,28,373,20,Customer Report,Rollback,10,13,SMS,No,4,5,Yes,,Yes,,DDoS,No,No,92,85,Yes,Simulated note
08454d53-f39f-4272-956b-017a70087b81,GCP,us-west-2,AI/ML,Cloud Functions,2025-11-27 10:18:09.266214,2025-11-27 20:56:09.266214,638,Low,Monitoring,Software,Simulated cause for ML,33349,395910.92,Yes,55,76,9,40,135,10,Customer Report,Patch,5,11,PagerDuty,No,1,1,No,,Yes,,Vendor,Yes,Yes,90,91,Yes,Simulated note
069afab2-aa20-4fd2-b7c1-52ce5c05d9c3,Azure,asia-southeast1,Compute,S3,2025-04-12 10:18:09.266261,2025-04-12 18:06:09.266261,468,High,Monitoring,Software,Simulated cause for ML,6828,650765.71,Yes,78,34,55,21,81,3,Customer Report,Restart,10,11,Email,No,5,4,Yes,,Yes,,Vendor,Yes,No,41,83,Yes,Simulated note
d09445e8-ccdf-4efb-803a-9eb8762ae3b7,IBM,asia-southeast1,Database,BigQuery,2025-11-05 10:18:09.266450,2025-11-05 12:33:09.266450,135,High,Investigating,Hardware,Simulated cause for ML,41118,227036.13,Yes,30,22,47,60,177,7,Alert,Restart,10,20,Slack,No,1,5,No,,No,,None,No,No,69,95,Yes,Simulated note
4b98d136-0370-4674-ac6b-56afca5c5b86,Oracle,us-west-2,AI/ML,RDS,2025-04-09 10:18:09.266496,2025-04-09 17:16:09.266496,418,Low,Resolved,Unknown,Simulated cause for ML,57912,351501.5,Yes,24,10,10,41,154,2,Automated Monitoring,Scale Up,4,11,Slack,No,2,1,No,,No,,None,No,Yes,100,34,Yes,Simulated note
65586354-42ca-4ceb-8f46-efee8c8ca399,Oracle,us-east-1,Storage,S3,2026-01-13 10:18:09.266536,2026-01-13 20:16:09.266536,598,Critical,Resolved,Human Error,Simulated cause for ML,4195,891204.48,No,71,36,65,14,37,6,Alert,Restart,4,26,Email,Yes,4,3,Yes,,No,,Vendor,No,Yes,63,91,Yes,Simulated note
4f3f47b3-69ee-44da-b263-e4bdb92fa8a8,Oracle,europe-west2,Compute,BigQuery,2025-12-11 10:18:09.266689,2025-12-11 10:43:09.266689,25,Low,Investigating,Network,Simulated cause for ML,33722,196476.36,No,73,57,90,5,419,14,Alert,Restart,9,54,Slack,Yes,5,2,Yes,,Yes,,None,No,No,98,92,Yes,Simulated note
8a421dfa-a60f-416e-bc92-2be8f418792e,IBM,us-east-1,Database,EC2,2025-11-28 10:18:09.266747,2025-11-28 18:03:09.266747,465,Critical,Investigating,Network,Simulated cause for ML,32310,272733.92,Yes,62,18,47,19,218,1,Automated Monitoring,Scale Up,1,34,Slack,No,4,2,Yes,,Yes,,Weather,No,Yes,23,43,No,Simulated note
15db775d-db64-44e6-afc2-a404c24fae7f,IBM,asia-southeast1,Networking,Cloud Functions,2025-07-19 10:18:09.266788,2025-07-19 19:10:09.266788,532,High,Resolved,Network,Simulated cause for ML,42048,337667.17,No,6,2,82,40,294,18,Automated Monitoring,Patch,7,60,Email,Yes,0,4,No,,No,,DDoS,Yes,No,78,27,No,Simulated note
727a626a-4e96-4fc8-ae24-84c127178e6a,Oracle,us-west-2,Database,Cloud Functions,2025-07-16 10:18:09.266829,2025-07-16 14:54:09.266829,276,Critical,Investigating,Network,Simulated cause for ML,85877,425414.24,Yes,73,17,81,23,252,2,Customer Report,Rollback,5,54,Email,Yes,4,3,Yes,,No,,None,Yes,Yes,81,72,Yes,Simulated note
35a2e0f0-dcd5-4e62-9e92-23b29a6f7c5a,IBM,us-east-1,Storage,Lambda,2026-01-02 10:18:09.266870,2026-01-02 11:33:09.266870,75,High,Resolved,Human Error,Simulated cause for ML,11911,51719.35,Yes,81,73,74,27,400,13,Alert,Restart,4,28,PagerDuty,Yes,5,1,No,,Yes,,None,Yes,Yes,88,58,Yes,Simulated note
e182ef66-bac3-4ab8-88b1-43b46ac86357,AWS,us-west-2,Networking,EC2,2025-07-21 10:18:09.266919,2025-07-21 12:08:09.266919,110,Critical,Investigating,Security,Simulated cause for ML,29049,715229.06,No,33,23,72,57,248,9,Customer Report,Patch,8,29,SMS,No,1,5,Yes,,No,,None,Yes,No,50,45,Yes,Simulated note
9cab3db3-d624-425a-9e63-64e5950c0340,IBM,asia-southeast1,Storage,RDS,2025-12-22 10:18:09.266959,2025-12-22 20:34:09.266959,616,Critical,Resolved,Human Error,Simulated cause for ML,86731,338350.23,No,83,38,52,37,426,16,Alert,Restart,3,24,Slack,No,3,2,No,,Yes,,Weather,No,Yes,63,10,Yes,Simulated note
08aef343-7218-44ee-851e-61af65a782a9,Oracle,europe-west2,Compute,Lambda,2025-12-04 10:18:09.266992,2025-12-04 21:17:09.266992,659,Low,Resolved,Hardware,Simulated cause for ML,70415,470893.5,No,88,100,55,32,453,16,Automated Monitoring,Restart,5,6,Email,Yes,4,1,Yes,,No,,Weather,Yes,No,65,26,No,Simulated note
ad21680d-b6bc-49e5-b644-7f587e88f840,GCP,us-west-2,Storage,RDS,2025-10-10 10:18:09.267025,2025-10-10 20:22:09.267025,604,Critical,Monitoring,Software,Simulated cause for ML,57254,836545.06,Yes,12,43,93,29,133,6,Alert,Scale Up,1,41,PagerDuty,No,2,5,No,,Yes,,Vendor,No,Yes,82,63,No,Simulated note
4dd63604-052f-4a9d-95d1-4d91d78f295e,IBM,us-west-2,Database,Cloud Functions,2025-05-31 10:18:09.267065,2025-05-31 22:00:09.267065,702,Medium,Investigating,Security,Simulated cause for ML,11985,376412.59,Yes,86,42,67,31,359,20,Alert,Patch,10,48,SMS,No,2,4,No,,No,,None,Yes,Yes,18,42,Yes,Simulated note
366a631d-85b5-4665-b12f-1f555bc34cda,IBM,us-east-1,Database,RDS,2025-09-15 10:18:09.267106,2025-09-15 10:26:09.267106,8,High,Resolved,Human Error,Simulated cause for ML,78500,597039.09,No,28,96,2,57,184,16,Alert,Patch,3,17,SMS,No,0,1,No,,Yes,,Vendor,No,Yes,83,40,No,Simulated note
011cc6f1-1894-43fb-add6-98da341a08c3,AWS,us-west-2,AI/ML,BigQuery,2025-08-11 10:18:09.267159,2025-08-11 17:32:09.267159,434,Critical,Monitoring,Security,Simulated cause for ML,98922,739445.19,Yes,49,27,13,8,415,10,Alert,Restart,8,32,Slack,No,3,3,No,,Yes,,DDoS,No,No,50,33,No,Simulated note
5f62c6d2-641c-4785-b81b-d2ae902c4e62,GCP,us-east-1,Storage,Lambda,2025-05-12 10:18:09.267217,2025-05-12 10:53:09.267217,35,Low,Resolved,Security,Simulated cause for ML,65424,440750.35,No,59,82,59,43,46,8,Customer Report,Scale Up,6,51,Slack,Yes,1,3,No,,No,,Weather,No,No,75,56,Yes,Simulated note
42b4bb4a-cb79-4cce-92c4-22dba94a09fe,AWS,us-east-1,AI/ML,Cloud Functions,2025-05-15 10:18:09.267259,2025-05-15 11:54:09.267259,96,Medium,Resolved,Human Error,Simulated cause for ML,80319,428887.01,Yes,73,92,42,34,330,6,Customer Report,Scale Up,4,29,Slack,Yes,0,5,No,,Yes,,DDoS,No,Yes,44,77,No,Simulated note
4d24dde3-fcbb-46f4-9b6a-b37f23589a4c,AWS,us-west-2,Networking,S3,2025-12-07 10:18:09.267303,2025-12-07 18:58:09.267303,520,Medium,Monitoring,Hardware,Simulated cause for ML,96241,102414.11,Yes,24,85,55,57,371,3,Alert,Rollback,5,52,Email,Yes,1,1,Yes,,Yes,,None,No,No,61,85,No,Simulated note
be44834c-5210-4b9c-9c56-0a6e89ffeedd,IBM,us-east-1,AI/ML,Lambda,2025-05-30 10:18:09.267349,2025-05-30 10:52:09.267349,34,Medium,Investigating,Software,Simulated cause for ML,64612,846348.7,No,22,86,49,17,48,12,Customer Report,Rollback,2,12,SMS,No,0,5,Yes,,Yes,,None,Yes,Yes,72,31,Yes,Simulated note
6d88d911-28a6-4b44-b784-073431d1ad48,Azure,us-west-2,AI/ML,Lambda,2025-07-16 10:18:09.267392,2025-07-16 12:20:09.267392,122,Medium,Resolved,Hardware,Simulated cause for ML,88451,111539.48,Yes,75,42,64,11,423,5,Customer Report,Restart,1,59,SMS,Yes,2,3,Yes,,No,,Vendor,Yes,No,73,50,No,Simulated note
fc936b2e-1ae6-4010-8f97-9465cc18a84d,Azure,us-east-1,Database,S3,2025-06-01 10:18:09.267427,2025-06-01 12:07:09.267427,109,Medium,Resolved,Security,Simulated cause for ML,7481,562366.11,No,33,65,49,7,344,18,Automated Monitoring,Scale Up,7,29,Slack,Yes,5,3,No,,Yes,,None,No,Yes,88,81,No,Simulated note
e12dbd83-f7fe-4bc7-94b7-ad78fffaeb94,AWS,europe-west2,AI/ML,Cloud Functions,2025-07-03 10:18:09.267457,2025-07-03 15:10:09.267457,292,Low,Monitoring,Hardware,Simulated cause for ML,20463,617153.39,Yes,49,43,2,24,192,11,Alert,Scale Up,3,59,Slack,Yes,0,4,No,,Yes,,Vendor,No,Yes,28,82,No,Simulated note
152034fc-18c6-4845-a46c-35262fc55c30,IBM,europe-west2,Compute,EC2,2025-09-11 10:18:09.267488,2025-09-11 13:37:09.267488,199,Critical,Resolved,Security,Simulated cause for ML,8466,985402.21,No,79,38,13,53,404,12,Customer Report,Scale Up,7,32,Email,No,2,1,No,,Yes,,None,No,Yes,94,26,Yes,Simulated note
16c32bbe-7c21-4499-a273-636a8cc0b425,Azure,us-east-1,AI/ML,RDS,2025-10-06 10:18:09.267530,2025-10-06 18:17:09.267530,479,Critical,Resolved,Network,Simulated cause for ML,65887,788449.25,Yes,88,35,18,37,108,15,Alert,Patch,1,33,SMS,Yes,0,2,Yes,,Yes,,None,Yes,Yes,57,72,No,Simulated note
c4044bed-bf9f-4891-a95e-422b83a6f269,IBM,asia-southeast1,Storage,BigQuery,2025-07-18 10:18:09.267574,2025-07-18 20:54:09.267574,636,Critical,Investigating,Human Error,Simulated cause for ML,65227,991913.1,Yes,83,44,96,39,378,15,Customer Report,Rollback,1,34,Email,No,2,5,No,,No,,DDoS,No,No,68,11,No,Simulated note
0f99c48b-0abe-46a8-a9b1-450dcb29af7f,Oracle,us-west-2,Networking,S3,2025-09-16 10:18:09.267620,2025-09-16 11:10:09.267620,52,Critical,Resolved,Security,Simulated cause for ML,38113,715266.46,Yes,97,44,10,56,335,7,Automated Monitoring,Restart,5,8,Email,No,0,2,No,,Yes,,Weather,No,Yes,87,73,Yes,Simulated note
20b291e9-03bb-4d73-a171-64b0304475de,Oracle,asia-southeast1,Database,VPC,2025-07-13 10:18:09.301267,2025-07-13 18:42:09.301267,504,Medium,Investigating,Human Error,Simulated cause for ML,42158,38060.3,Yes,75,83,23,44,234,13,Automated Monitoring,Rollback,8,36,Slack,Yes,4,2,No,,Yes,,Weather,Yes,Yes,46,41,No,Simulated note
2dd2fca5-fa0a-4316-ac4d-f3a89943a496,AWS,us-west-2,Database,Cloud Functions,2025-07-17 10:18:09.301357,2025-07-17 13:21:09.301357,183,Medium,Monitoring,Software,Simulated cause for ML,46605,856882.52,Yes,46,84,2,42,474,13,Alert,Scale Up,3,60,Email,No,5,4,No,,Yes,,Vendor,Yes,Yes,11,96,No,Simulated note
d59f0615-ce62-4935-ab39-5216d6158e2f,AWS,europe-west2,Networking,Cloud Functions,2025-03-21 10:18:09.301399,2025-03-21 21:43:09.301399,685,Medium,Investigating,Hardware,Simulated cause for ML,29985,105117.07,No,84,54,13,41,226,6,Customer Report,Restart,7,48,Slack,No,3,1,No,,No,,Weather,No,Yes,20,72,Yes,Simulated note
876bb768-c7b0-45c5-b69a-2e0dbf493c72,AWS,us-east-1,AI/ML,Lambda,2025-03-10 10:18:09.301429,2025-03-10 22:05:09.301429,707,Low,Investigating,Unknown,Simulated cause for ML,46299,693492.19,No,49,76,53,32,92,19,Automated Monitoring,Restart,1,18,SMS,Yes,2,1,Yes,,Yes,,Vendor,No,No,52,92,No,Simulated note
84ddc633-e9d4-44e4-a9dc-92f8e3ef32a2,Oracle,europe-west2,Storage,Cloud Functions,2025-03-28 10:18:09.301460,2025-03-28 19:23:09.301460,545,Critical,Monitoring,Network,Simulated cause for ML,97064,216780.9,Yes,68,48,6,24,283,19,Alert,Restart,1,24,Email,Yes,4,1,Yes,,No,,DDoS,No,Yes,69,69,Yes,Simulated note
25a0be00-f4dc-4fec-b299-ae61fa3756a9,Oracle,asia-southeast1,Database,EC2,2025-09-30 10:18:09.301498,2025-09-30 17:11:09.301498,413,Medium,Monitoring,Hardware,Simulated cause for ML,35741,276668.52,Yes,94,88,69,9,107,6,Automated Monitoring,Restart,3,7,Email,No,2,5,Yes,,Yes,,Vendor,Yes,Yes,47,66,Yes,Simulated note
73058ac1-588e-4a81-ac73-e9ddddd999d7,AWS,asia-southeast1,Compute,RDS,2025-05-25 10:18:09.301540,2025-05-25 13:48:09.301540,210,Low,Resolved,Unknown,Simulated cause for ML,62559,472497.89,Yes,84,75,17,43,301,12,Customer Report,Scale Up,5,15,SMS,Yes,4,2,No,,Yes,,Weather,No,No,90,51,No,Simulated note
6346642e-9265-41e1-b120-422da9c634a7,IBM,us-west-2,Storage,BigQuery,2025-08-17 10:18:09.301573,2025-08-17 15:07:09.301573,289,High,Resolved,Human Error,Simulated cause for ML,89623,70959.97,Yes,54,30,90,57,306,10,Automated Monitoring,Rollback,5,15,Slack,No,3,3,No,,No,,Weather,Yes,Yes,84,73,Yes,Simulated note
42ddd219-ae7a-4bb3-a83a-2cb2bc5228be,Azure,europe-west2,AI/ML,VPC,2025-12-12 10:18:09.301609,2025-12-12 15:27:09.301609,309,Critical,Investigating,Hardware,Simulated cause for ML,28857,977725.11,No,2,93,19,34,306,2,Automated Monitoring,Restart,8,17,PagerDuty,No,0,2,No,,Yes,,DDoS,Yes,Yes,58,70,Yes,Simulated note
5a7962cd-6482-4884-a191-417ae54e7fe5,Azure,europe-west2,Storage,VPC,2025-08-18 10:18:09.301674,2025-08-18 18:04:09.301674,466,Low,Monitoring,Network,Simulated cause for ML,11352,242295.68,No,65,19,3,43,200,6,Customer Report,Rollback,4,7,Slack,No,5,1,No,,No,,Weather,No,No,62,69,Yes,Simulated note
d1a72516-715e-460b-ac34-901f9f5bb67d,GCP,asia-southeast1,AI/ML,EC2,2025-05-16 10:18:09.301732,2025-05-16 14:12:09.301732,234,Critical,Investigating,Software,Simulated cause for ML,2039,549438.19,No,56,92,91,42,360,16,Alert,Scale Up,4,43,PagerDuty,No,2,3,Yes,,No,,DDoS,Yes,No,74,69,No,Simulated note
c4d23e7c-eef3-452d-9054-c17bfac82975,GCP,asia-southeast1,Storage,VPC,2026-02-01 10:18:09.301782,2026-02-01 15:44:09.301782,326,Medium,Resolved,Unknown,Simulated cause for ML,25915,85779.94,No,61,60,29,30,303,10,Alert,Restart,10,60,Email,Yes,5,5,No,,No,,Weather,No,No,36,29,No,Simulated note
5ba99290-864c-492a-9822-74f819ad8f2a,AWS,us-west-2,Storage,S3,2025-11-29 10:18:09.301826,2025-11-29 11:51:09.301826,93,Critical,Investigating,Security,Simulated cause for ML,35262,681971.8,No,33,64,84,13,112,15,Customer Report,Scale Up,2,55,Email,Yes,3,5,Yes,,No,,DDoS,Yes,No,34,75,Yes,Simulated note
37bad2b7-1cda-4578-ba79-5df0a9aab8b9,Oracle,europe-west2,AI/ML,BigQuery,2025-06-18 10:18:09.301863,2025-06-18 20:56:09.301863,638,High,Resolved,Human Error,Simulated cause for ML,72006,395864.57,Yes,16,65,91,6,203,7,Customer Report,Patch,3,42,SMS,Yes,1,1,Yes,,No,,Weather,Yes,No,29,51,No,Simulated note
1644f88b-1ec2-488c-baf7-5ae8b25c388b,Oracle,asia-southeast1,Compute,Cloud Functions,2025-12-01 10:18:09.301894,2025-12-01 11:35:09.301894,77,High,Investigating,Hardware,Simulated cause for ML,17964,137513.76,Yes,18,56,33,60,354,5,Customer Report,Restart,9,32,Email,No,0,1,Yes,,No,,Vendor,No,Yes,22,98,No,Simulated note
ccd5bc78-ea39-40a1-abf1-05d3e69356d3,AWS,asia-southeast1,Database,RDS,2025-09-21 10:18:09.301914,2025-09-21 19:48:09.301914,570,Critical,Investigating,Hardware,Simulated cause for ML,25470,493771.89,Yes,41,7,33,32,64,7,Customer Report,Patch,6,7,SMS,Yes,3,1,Yes,,Yes,,Weather,Yes,Yes,18,50,No,Simulated note
c27bb637-1d47-4dfe-92f6-fcb1db2f5dc3,AWS,us-east-1,Storage,S3,2025-09-08 10:18:09.301955,2025-09-08 17:36:09.301955,438,Medium,Investigating,Network,Simulated cause for ML,40125,106340.27,Yes,72,93,65,31,383,12,Alert,Rollback,6,29,SMS,Yes,2,5,No,,No,,DDoS,Yes,No,43,91,Yes,Simulated note
ee3fb4c2-1a16-4afb-a360-ea51bff485b0,AWS,europe-west2,Compute,S3,2025-02-12 10:18:09.301993,2025-02-12 13:00:09.301993,162,Critical,Monitoring,Unknown,Simulated cause for ML,92261,916007.87,No,1,82,44,12,148,9,Automated Monitoring,Restart,6,37,PagerDuty,No,5,1,Yes,,Yes,,DDoS,Yes,No,94,59,Yes,Simulated note
4e2d61ca-b6b5-451d-ac7b-6fec3573adfc,GCP,us-west-2,Database,BigQuery,2025-08-27 10:18:09.302042,2025-08-27 17:11:09.302042,413,Medium,Investigating,Network,Simulated cause for ML,55139,388589.49,No,22,6,48,41,228,12,Automated Monitoring,Rollback,10,21,SMS,No,3,3,No,,No,,Weather,No,No,11,70,No,Simulated note
e13e2acc-d9ca-4c0a-9fed-267a959ce36d,GCP,us-west-2,Database,VPC,2025-06-14 10:18:09.302080,2025-06-14 13:43:09.302080,205,High,Investigating,Network,Simulated cause for ML,98046,250511.86,No,34,86,89,45,428,8,Automated Monitoring,Rollback,4,16,PagerDuty,Yes,4,5,No,,No,,None,No,No,34,66,Yes,Simulated note
10db1531-40c4-403b-90d0-d831bfad15da,Oracle,asia-southeast1,Database,RDS,2025-12-17 10:18:09.302121,2025-12-17 17:48:09.302121,450,Critical,Resolved,Software,Simulated cause for ML,12055,636156.28,Yes,58,13,95,60,163,11,Customer Report,Scale Up,6,12,PagerDuty,No,2,3,Yes,,No,,DDoS,Yes,Yes,56,42,Yes,Simulated note
